Ionic Liquid,T0_1s,lnA,Ea(kJ/mol),Cations,Anions,SMILES,conductivity(S/m)
N-(2-aminoethyl)hexan-1-aminium bis(trifluoromethylsulfonyl)imide,137.4200363,7.316930468,14.86453323,N-(2-aminoethyl)hexan-1-aminium,bis(trifluoromethylsulfonyl)imide,C(C[N+](CCCCCC)([H])C)N([H])[H]|C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.0238
N-(2-ethylhexyl)ethylenediammonium trifluoroacetate,202.2010124,2.631498122,5.661628379,N-(2-ethylhexyl)ethylenediammonium,trifluoroacetate,CCCCC(CC)CNCCN|C(=O)(C(F)(F)F)[O-],0.0112
N-(2-hydroxyethyl)benzenaminium butyrate,172.3448,-3.847144357,4.107784311,N-(2-hydroxyethyl)benzenaminium,butyrate,C1=CC=C(C=C1)[NH2+]CCO|CCCC(=O)[O-],0.000435
N-(2-hydroxyethyl)benzenaminium hexanoate,171.0598899,-3.346226586,3.808478063,N-(2-hydroxyethyl)benzenaminium,hexanoate,C1=CC=C(C=C1)[NH2+]CCO|CCCCCC(=O)[O-],0.000954
N-(2-hydroxyethyl)benzenaminium pentanoate,83.00968046,-0.324572204,12.68387199,N-(2-hydroxyethyl)benzenaminium,pentanoate,C1=CC=C(C=C1)[NH2+]CCO|CCCCC(=O)[O-],0.000603
N-(2-hydroxyethyl)benzenaminium propionate,172.3448,-4.281861794,3.966766755,N-(2-hydroxyethyl)benzenaminium,propionate,C1=CC=C(C=C1)[NH2+]CCO|CCC(=O)[O-],0.000308
"N-3-hydroxypropyl-N,N-dimethyl-N-ethylammonium bis(trifluoromethylsulfonyl)imide",192.5012819,3.592888886,4.980849623,"N-3-hydroxypropyl-N,N-dimethyl-N-ethylammonium",bis(trifluoromethylsulfonyl)imide,CC[N+](C)(C)CCCO|C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.125
N-allyl-N-methylprop-2-en-1-aminium triflate,179.4249497,3.761486801,4.636648617,N-allyl-N-methylprop-2-en-1-aminium,triflate,CCCC[N+](C)(C)CC|C(F)(F)(F)S(=O)(=O)[O-],0.392251878
N-allyl-N-methylprop-2-en-1-aminium trifluoromethanesulfonate,179.4249497,3.761486801,4.636648617,N-allyl-N-methylprop-2-en-1-aminium,trifluoromethanesulfonate,CCCC[N+](C)(C)CC|C(F)(F)(F)S(=O)(=O)[O-],0.392251878
"N-butyl-N,N,N-tris(2-hydroxyethyl)ammonium bis(trifluoromethylsulfonyl)imide",195.0529254,4.079698778,7.018881422,"N-butyl-N,N,N-tris(2-hydroxyethyl)ammonium",bis(trifluoromethylsulfonyl)imide,CC[N+](CCO)(CCO)CCO|C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.016
"N-butyl-N,N-dimethyl-N-ethylammonium bis(trifluoromethylsulfonyl)imide",160.5484098,3.872809088,6.457777336,"N-butyl-N,N-dimethyl-N-ethylammonium",bis(trifluoromethylsulfonyl)imide,CCCC[N+](C)(C)CC|C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.182
N-butyronitrilepyridinium  bis(trifluoromethylsulfonyl)imide,233.7768498,2.978478131,2.873959041,N-butyronitrilepyridinium ,bis(trifluoromethylsulfonyl)imide,C1=CC=[N+](C=C1)CCCC#N|C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.091499951
N-butyronitrilepyridinium dicyanamide,234.9456945,4.252681911,2.520728889,N-butyronitrilepyridinium,dicyanamide,C#CCCC[N+]1=CC=CC=C1|C(#N)[N-]C#N,0.507
"N-ethyl-2-(2-methoxyethoxy)-N,N-dimethylethanaminium bis(trifluoromethylsulfonyl)imide",176.7429746,3.762664632,5.169421075,"N-ethyl-2-(2-methoxyethoxy)-N,N-dimethylethanaminium",bis(trifluoromethylsulfonyl)imide,CC[N+](C)(C)CCOCCOC|C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.257
"N-ethyl-N,N,N-tris(2-hydroxyethyl)ammonium bis(trifluoromethylsulfonyl)imide",196.1485117,4.036576431,6.51575519,"N-ethyl-N,N,N-tris(2-hydroxyethyl)ammonium",bis(trifluoromethylsulfonyl)imide,CC[N+](CCO)(CCO)CCO|C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.026
"N-ethyl-N,N-dimethyl-1-propanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",94.60252694,2.599664126,6.681984438,"N-ethyl-N,N-dimethyl-1-propanaminium","1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCC[N+](C)(C)CC|C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.248
"N-ethyl-N,N-dimethyl-2-methoxyethylammonium bis(trifluoromethylsulfonyl)imide",257.9171378,0.026009035,0.42331484,"N-ethyl-N,N-dimethyl-2-methoxyethylammonium",bis(trifluoromethylsulfonyl)imide,CC[N+](C)(C)CCOC|C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.31
"N-ethyl-N,N-dimethylheptanaminium bis((trifluoromethyl)sulfonyl)amide",168.431511,4.393386426,7.446601113,"N-ethyl-N,N-dimethylheptanaminium",bis((trifluoromethyl)sulfonyl)amide,CCCCCCC[N+](C)(C)CC|C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.081
"N-ethyl-N,N-dimethylheptanaminium bis(trifluoromethylsulfonyl)imide",168.431511,4.393386426,7.446601113,"N-ethyl-N,N-dimethylheptanaminium",bis(trifluoromethylsulfonyl)imide,CCCCCCC[N+](C)(C)CC|C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.081
"N-ethyl-N,N-dimethylprop-2-en-1-aminium bis(trifluoromethylsulfonyl)imide",148.5215694,4.860407064,7.341743813,"N-ethyl-N,N-dimethylprop-2-en-1-aminium",bis(trifluoromethylsulfonyl)imide,CC[N+](C)(C)CC=C|C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.349
"N-ethyl-N,N-dimethylprop-2-en-1-aminium dicyanamide",161.5846523,4.548943491,4.420606947,"N-ethyl-N,N-dimethylprop-2-en-1-aminium",dicyanamide,CC[N+](C)(C)CC=C|C(#N)[N-]C#N,1.92
"N-ethyl-N,N-dimethylprop-2-en-1-aminium triflate",173.0960248,4.977122422,6.823360152,"N-ethyl-N,N-dimethylprop-2-en-1-aminium",triflate,CC[N+](C)(C)CC=C|C(F)(F)(F)S(=O)(=O)[O-],0.203
"N-ethyl-N,N-dimethylprop-2-en-1-aminium trifluoroacetate",169.3271246,4.876712358,6.314743331,"N-ethyl-N,N-dimethylprop-2-en-1-aminium",trifluoroacetate,CC[N+](C)(C)CC=C|C(=O)(C(F)(F)F)[O-],0.357
"N-ethyl-N-methyl-N,N-bis(2-hydroxyethyl)ammonium bis(trifluoromethanesulfonyl)amide",191.158099,3.744255306,5.621561034,"N-ethyl-N-methyl-N,N-bis(2-hydroxyethyl)ammonium",bis(trifluoromethanesulfonyl)amide,CC[N+](C)(CCO)CCO|C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.076
N-ethyl-N-methylpyrrolidinium ethylphosphonate,172.3448,2.589604662,4.205785863,N-ethyl-N-methylpyrrolidinium,ethylphosphonate,CC[N+]1(CCCC1)C|CCOP([O-])([H])=O,0.239
N-hexyl-N-methylpyrrolidinium hexylphosphonate,172.3448,-0.441791199,2.984216486,N-hexyl-N-methylpyrrolidinium,hexylphosphonate,CCCCCC[N+]1(CCCC1)C|CCCCCCOP([O-])([H])=O,0.037
N-hexylethylenediammonium triflate,73.3627116,7.95591155,21.04421476,N-hexylethylenediammonium,triflate,CCCCCC[N+]CCN|C(F)(F)(F)S(=O)(=O)[O-],0.036720715
N-hexylethylenediammonium trifluoroacetate,182.6558389,3.669942418,7.051672659,N-hexylethylenediammonium,trifluoroacetate,CCCCCC[N+]CCN|C(=O)(C(F)(F)F)[O-],0.0246
"N-methyl-N,N,N-tris(2-hydroxyethyl)ammonium bis(trifluoromethylsulfonyl)imide",202.350782,3.470640606,5.408965774,"N-methyl-N,N,N-tris(2-hydroxyethyl)ammonium",bis(trifluoromethylsulfonyl)imide,C[N+](CCO)(CCO)CCO|C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.036
"N-methyl-N,N-dioctyl-1-octanaminium chloride",33.9453505,11.38027329,38.088315,"N-methyl-N,N-dioctyl-1-octanaminium",chloride,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC|[Cl-],0.0026
N-methyl-N-octylpyrrolidinium octylphosphonate,172.3448,-0.496787205,3.012694933,N-methyl-N-octylpyrrolidinium,octylphosphonate,CCCCCCCC[N+]1(CCCC1)C|CCCCCCCCOP([O-])([H])=O,0.034
N-methyl-N-propylpropan-1-aminium triflate,159.9568174,4.091443525,5.907458757,N-methyl-N-propylpropan-1-aminium,triflate,CCC[NH+](C)CCC|C(F)(F)(F)S(=O)(=O)[O-],0.349859086
N-methyl-N-propylpropan-1-aminium trifluoromethanesulfonate,159.9568174,4.091443525,5.907458757,N-methyl-N-propylpropan-1-aminium,trifluoromethanesulfonate,CCC[NH+](C)CCC|C(F)(F)(F)S(=O)(=O)[O-],0.349859086
N-methyl-N-propylpyrrolidinium acetate,210.0285534,4.106169742,3.332111266,N-methyl-N-propylpyrrolidinium,acetate,CCC[N+]1(CCCC1)C|CC(=O)[O-],0.62
N-methyl-N-propylpyrrolidinium lactate,202.726236,4.09756916,4.574792851,N-methyl-N-propylpyrrolidinium,lactate,CCC[N+]1(CCCC1)C|CC(C(=O)[O-])O,0.2
N-methylpyrrolidone tetrafluoroborate,225.6954114,-3.523642423,3.287001095,N-methylpyrrolidone,tetrafluoroborate,CN1CCCC1=O|[B-](F)(F)(F)F,0.000125869
N-octyl-3-methylpyridinium tetrafluoroborate,169.7565998,5.704006513,9.582521097,N-octyl-3-methylpyridinium,tetrafluoroborate,CCCCCCCC[N+]1=CC=CC(=C1)C|[B-](F)(F)(F)F,0.0377
N-octylethylenediammonium triflate,170.8065388,4.143451991,8.617511481,N-octylethylenediammonium,triflate,CCCCCCCCNCCN|C(F)(F)(F)S(=O)(=O)[O-],0.018389036
N-octylethylenediammonium trifluoroacetate,217.8308945,1.904263169,3.916904686,N-octylethylenediammonium,trifluoroacetate,CCCCCCCCNCCN|C(=O)(C(F)(F)F)[O-],0.019037216
"N1-(2-ethylhexyl)ethane-1,2-diamine triflate",158.8018963,6.109652843,12.36690271,"N1-(2-ethylhexyl)ethane-1,2-diamine",triflate,CCCCC(CC)CNCCN|C(F)(F)(F)S(=O)(=O)[O-],0.0102
Tributylmethylphosphonium bis(trifluoromethylsulfonyl)imide,197.0915251,3.60837939,5.507239746,Tributylmethylphosphonium,bis(trifluoromethylsulfonyl)imide,CCCC[P+](C)(CCCC)CCCC|C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.052533905
bis(1-butyl-3-methylimidazolium) tetrathiocyanatocobaltate,192.2604902,4.948340653,6.119697394,bis(1-butyl-3-methylimidazolium),tetrathiocyanatocobaltate,CCCCN1C=C[N+](=C1)C|C(#N)[S-].C(#N)[S-].C(#N)[S-].C(#N)[S-].[Co+2],0.134
butylammonium acetate,172.3448,4.071574492,7.127586054,butylammonium,acetate,CCCC[NH3+]|CC(=O)[O-],0.065
butylammonium formate,172.3448,3.294838211,4.62623564,butylammonium,formate,CCCC[NH3+]|C(=O)[O-],0.31
butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,176.6209145,4.10305404,5.733603789,butyltrimethylammonium,bis(trifluoromethylsulfonyl)imide,CCCC[N+](C)(C)C|C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.21
diethanolammonium formate,195.9985215,4.466685734,6.187628497,diethanolammonium,formate,C(CO)[NH2+]CCO|C(=O)[O-],0.055
diethylmethylammonium methanesulfonate,125.1031783,12.81605441,23.20547675,diethylmethylammonium,methanesulfonate,CC[NH+](C)CC|CS(=O)(=O)[O-],0.036396054
diethylmethylammonium triflate,194.6319073,3.357923732,3.155223606,diethylmethylammonium,triflate,CC[NH+](C)CC|C(F)(F)(F)S(=O)(=O)[O-],0.769
diethylmethylammonium trifluoromethanesulfonate,207.4351887,3.192079643,2.692007261,diethylmethylammonium,trifluoromethanesulfonate,CC[NH+](C)CC|C(F)(F)(F)S(=O)(=O)[O-],0.685737028
diethylmethylsulfonium bis(trifluoromethylsulfonyl)imide,162.9070034,4.289864306,5.243391962,diethylmethylsulfonium,bis(trifluoromethylsulfonyl)imide,CC[S+](C)CC|C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.688
diethylmethylsulfonium bis[(trifluoromethyl)sulfonyl]imide,162.9070034,4.289864306,5.243391962,diethylmethylsulfonium,bis[(trifluoromethyl)sulfonyl]imide,CC[S+](C)CC|C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.688
ethylammonium nitrate,182.5626334,4.374961062,3.383835356,ethylammonium,nitrate,CCN|C(F)(F)(F)S(=O)(=O)[O-],2.69
methyltrioctylammonium trifluoroacetate,153.6971158,4.961477012,13.71944298,methyltrioctylammonium,trifluoroacetate,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC|C(=O)(C(F)(F)F)[O-],0.001552
n-butylammonium nitrate,172.3448,0.091065849,0.285495786,n-butylammonium,nitrate,CCCC[N+](CCCC)(CCCC)CCCC|C(F)(F)(F)S(=O)(=O)[O-],0.867
piperidinium bis(trifluoromethylsulfonyl)imide,193.3183581,4.126469141,5.673698598,piperidinium,bis(trifluoromethylsulfonyl)imide,C1CC[NH2+]CC1|C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.092248062
propylammonium acetate,188.5455208,4.473523646,6.708844693,propylammonium,acetate,CCCN|CC(=O)[O-],0.06
propylammonium formate,135.320867,4.61995207,7.609415154,propylammonium,formate,CCCN|C(=O)[O-],0.36
pyrrolidinium bis(trifluoromethylsulfonyl)imide,180.156148,4.115584653,5.229480579,pyrrolidinium,bis(trifluoromethylsulfonyl)imide,C1CC[NH2+]C1|C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.296657902
pyrrolidinium nitrate,202.1429174,3.857643055,1.903078008,pyrrolidinium,nitrate,C1CC[NH2+]C1|C(F)(F)(F)S(=O)(=O)[O-],4.22
triethyloctylammonium bis(trifluoromethylsulfonyl)imide,209.6155134,3.110407423,4.393569348,triethyloctylammonium,bis(trifluoromethylsulfonyl)imide,CCCCCCCC[N+](CC)(CC)CC|C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.062
tetrabutylphosphonium L-prolinate,164.8121177,5.110088559,11.1394402,tetrabutylphosphonium,L-prolinate,CCCC[P+](CCCC)(CCCC)CCCC|C1C[C@H](NC1)C(=O)[O-],0.0073
tetraethylammonium diacetoxydifluoroborate,181.7415852,5.061859639,6.973162968,tetraethylammonium,diacetoxydifluoroborate,CC[N+](CC)(CC)CC|[B-](OC(=O)C)(OC(=O)C)(F)F,0.1167
tetraethylammonium difluorobis(trifluoroacetato)borate,168.0655227,4.161199401,5.402138199,tetraethylammonium,difluorobis(trifluoroacetato)borate,CC[N+](CC)(CC)CC|[B-](OC(=O)C(F)(F)F)(OC(=O)C(F)(F)F)(F)F,0.4341
tetraethylammonium difluoromono(oxalato)borate,187.1855502,4.163092459,5.549673032,tetraethylammonium,difluoromono(oxalato)borate,CC[N+](CC)(CC)CC|[B-]1(OC(=O)C(=O)O1)(F)F,0.156855197
"tributyl(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)phosphonium tris(perfluoroethyl)trifluorophosphate",145.4461943,4.449499734,11.16277347,"tributyl(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)phosphonium",tris(perfluoroethyl)trifluorophosphate,CCCC[P+](CCCC)(CCCC)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F|F[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)C(C(F)(F)F)(F)F,0.013
tributylmethylammonium phenyltrifluoroborate,72.34318418,12.23303633,32.0777594,tributylmethylammonium,phenyltrifluoroborate,CCCC[N+](C)(CCCC)CCCC|F[B-](F)(F)C1=CC=CC=C1,0.007800129
tributylmethylphosphonium methyl sulfate,73.51430611,10.80588102,28.63613531,tributylmethylphosphonium,methyl sulfate,CCCC[P+](C)(CCCC)CCCC|O=S(OC)([O-])=O,0.010812359
tributyloctylphosphonium tris(pentafluoroethyl)trifluorophosphate,152.8586065,4.381195695,9.821238254,tributyloctylphosphonium,tris(pentafluoroethyl)trifluorophosphate,CCCCCCCC[P+](CCCC)(CCCC)CCCC|C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,0.024
triethyl(2-methoxyethyl)phosphonium bis((trifluoromethyl)sulfonyl)amide,161.1934717,4.030623361,5.685061421,triethyl(2-methoxyethyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,CC[P+](CC)(CC)CCOC|C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.384
triethyl(2-methoxyethyl)phosphonium bis(trifluoromethylsulfonyl)imide,161.1934717,4.030623361,5.685061421,triethyl(2-methoxyethyl)phosphonium,bis(trifluoromethylsulfonyl)imide,CC[P+](CC)(CC)CCOC|C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.384
triethyl(pentyl)phosphonium bis((trifluoromethyl)sulfonyl)amide,195.07043,2.994728126,3.916080077,triethyl(pentyl)phosphonium,bis((trifluoromethyl)sulfonyl)amide,CCCCC[P+](CC)(CC)CC|C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.21
triethyl(pentyl)phosphonium bis(fluorosulfonyl)amide,151.0743797,4.502623616,6.454082969,triethyl(pentyl)phosphonium,bis(fluorosulfonyl)amide,CCCCC[P+](CC)(CC)CC|[N-](S(=O)(=O)F)S(=O)(=O)F,0.463
triethyl(pentyl)phosphonium bis(trifluoromethylsulfonyl)imide,184.8067,3.575597758,5.022820562,triethyl(pentyl)phosphonium,bis(trifluoromethylsulfonyl)imide,CCCCC[P+](CC)(CC)CC|C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.1465
triethylammonium acetate,57.91941403,5.339714595,12.79899371,triethylammonium,acetate,CC[NH+](CC)CC|CC(=O)[O-],0.341
triethylammonium dihydrogen phosphate,140.0582624,9.066855318,20.73877801,triethylammonium,dihydrogen phosphate,CC[NH+](CC)CC|OP(=O)(O)[O-],0.0012
triethylheptylammonium bis(trifluoromethylsulfonyl)imide,236.2574863,2.557474724,2.724259928,triethylheptylammonium,bis(trifluoromethylsulfonyl)imide,CCCCCCC[N+](CC)(CC)CC|C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.051
triethylheptylammonium bis[(trifluoromethyl)sulfonyl]imide,236.1686812,2.55950726,2.728503024,triethylheptylammonium,bis[(trifluoromethyl)sulfonyl]imide,CCCCCCC[N+](CC)(CC)CC|C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.051
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,211.6642236,3.432527265,4.227853942,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,CCCCCC[N+](CC)(CC)CC|C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.0798
triethylhexylammonium bis(trifluoromethylsulfonyl)imide,211.6642236,3.432527265,4.227853942,triethylhexylammonium,bis(trifluoromethylsulfonyl)imide,CCCCCC[N+](CC)(CC)CC|C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.0798
triethyloctylammonium bis[(trifluoromethyl)sulfonyl]imide,230.7335893,2.554819675,3.135436937,triethyloctylammonium,bis[(trifluoromethyl)sulfonyl]imide,CCCCCCCC[N+](CC)(CC)CC|C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.033
triethylsulfonium bis((trifluoromethyl)sulfonyl)imide,164.9522035,4.224114101,5.06379982,triethylsulfonium,bis((trifluoromethyl)sulfonyl)imide,CC[S+](CC)CC|C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.708
trihexyl(isobutyl)phosphonium bromide,156.5585226,3.892038293,13.65790161,trihexyl(isobutyl)phosphonium,bromide,CCCCCC[P+](CCCCCC)(CCCCCC)CC(C)C|[Br-],0.000448291
trihexyl(tetradecyl)phosphonium acetate,190.9988979,2.021039312,6.493492253,trihexyl(tetradecyl)phosphonium,acetate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC|CC(=O)[O-],0.00554
trihexyl(tetradecyl)phosphonium butyrate,152.2288522,3.425732365,10.68110679,trihexyl(tetradecyl)phosphonium,butyrate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC|CCCC(=O)[O-],0.004615066
trihexyl(tetradecyl)phosphonium chloride,133.5842621,8.548181504,14.05193315,trihexyl(tetradecyl)phosphonium,chloride,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC|[Cl-],0.178672393
trihexyl(tetradecyl)phosphonium hexanoate,162.3935202,2.757269019,9.625440956,trihexyl(tetradecyl)phosphonium,hexanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC|CCCCCC(=O)[O-],0.0033
trihexyl(tetradecyl)phosphonium octanoate,180.9582494,1.699212451,7.579731566,trihexyl(tetradecyl)phosphonium,octanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC|CCCCCCCC(=O)[O-],0.00228772
trihexyltetradecylphosphonium decanoate,145.2810582,2.818864465,11.69472676,trihexyltetradecylphosphonium,decanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC|CCCCCCCCCC(=O)[O-],0.00174
trihexyltetradecylphosphonium heptadecafluorononanoate,144.814557,2.776551424,11.69896681,trihexyltetradecylphosphonium,heptadecafluorononanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC|C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-],0.0017
trihexyltetradecylphosphonium heptadecafluorooctanesulfonate,154.1799516,2.998930816,12.31891144,trihexyltetradecylphosphonium,heptadecafluorooctanesulfonate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC|C(C(C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.0007
trihexyltetradecylphosphonium nonafluorobutanesulfonate,151.7796686,2.901863861,10.92226311,trihexyltetradecylphosphonium,nonafluorobutanesulfonate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC|C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(C(F)(F)F)(F)F,0.0023
trihexyltetradecylphosphonium nonafluoropentanoate,132.7060746,3.142627186,11.59274323,trihexyltetradecylphosphonium,nonafluoropentanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC|C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)[O-],0.0053